game_id,date,home_team_name,away_team_name,home_score,away_score,location_type,status,schedule_url,boxscore_url,dedupe_key
sidearm-2025-01-01-Boston-College-Unknown-Opponent,2025-01-01,Boston College,Unknown Opponent,,,unknown,scheduled,,https://bceagles.com/sports/mens-soccer/stats/2025/virginia-tech/boxscore/26167,2025-01-01-Boston-College-Unknown-Opponent
sidearm-2025-01-01-California-Unknown-Opponent,2025-01-01,California,Unknown Opponent,,,unknown,scheduled,,,2025-01-01-California-Unknown-Opponent
sidearm-2025-01-01-Duke-Unknown-Opponent,2025-01-01,Duke,Unknown Opponent,,,unknown,scheduled,,,2025-01-01-Duke-Unknown-Opponent
sidearm-2025-01-01-Louisville-Unknown-Opponent,2025-01-01,Louisville,Unknown Opponent,,,unknown,scheduled,,https://gocards.com/sports/mens-soccer/stats/2025/university-of-kentucky/boxscore/25683,2025-01-01-Louisville-Unknown-Opponent
sidearm-2025-01-01-NC-State-Unknown-Opponent,2025-01-01,NC State,Unknown Opponent,,,unknown,scheduled,,,2025-01-01-NC-State-Unknown-Opponent
sidearm-2025-01-01-Pittsburgh-Unknown-Opponent,2025-01-01,Pittsburgh,Unknown Opponent,,,unknown,scheduled,,,2025-01-01-Pittsburgh-Unknown-Opponent
"sidearm-2025-01-01-Stanford-Stanford,-CA",2025-01-01,Stanford,"Stanford, CA",,,unknown,scheduled,,,"2025-01-01-Stanford-Stanford,-CA"
"sidearm-2025-01-01-Stanford-Santa-Clara,-CA",2025-01-01,Stanford,"Santa Clara, CA",,,unknown,scheduled,,,"2025-01-01-Santa-Clara,-CA-Stanford"
"sidearm-2025-01-01-Stanford-Louisville,-KY",2025-01-01,Stanford,"Louisville, KY",,,unknown,scheduled,,,"2025-01-01-Louisville,-KY-Stanford"
"sidearm-2025-01-01-Stanford-Syracuse,-NY",2025-01-01,Stanford,"Syracuse, NY",,,unknown,scheduled,,,"2025-01-01-Stanford-Syracuse,-NY"
"sidearm-2025-01-01-Stanford-San-Jose,-CA",2025-01-01,Stanford,"San Jose, CA",,,unknown,scheduled,,,"2025-01-01-San-Jose,-CA-Stanford"
"sidearm-2025-01-01-Stanford-Winston-Salem,-NC",2025-01-01,Stanford,"Winston-Salem, NC",,,unknown,scheduled,,,"2025-01-01-Stanford-Winston-Salem,-NC"
"sidearm-2025-01-01-Stanford-Berkeley,-CA",2025-01-01,Stanford,"Berkeley, CA",,,unknown,scheduled,,,"2025-01-01-Berkeley,-CA-Stanford"
sidearm-2025-01-01-Stanford-Unknown-Opponent,2025-01-01,Stanford,Unknown Opponent,,,unknown,scheduled,,,2025-01-01-Stanford-Unknown-Opponent
sidearm-2025-01-01-Syracuse-Unknown-Opponent,2025-01-01,Syracuse,Unknown Opponent,,,unknown,scheduled,,,2025-01-01-Syracuse-Unknown-Opponent
sidearm-2025-01-01-North-Carolina-Unknown-Opponent,2025-01-01,North Carolina,Unknown Opponent,,,unknown,scheduled,,,2025-01-01-North-Carolina-Unknown-Opponent
"sidearm-2025-01-01-Virginia-Tech-Blacksburg,-Va.-/-Thompson-Field",2025-01-01,Virginia Tech,"Blacksburg, Va. / Thompson Field",,,unknown,scheduled,,,"2025-01-01-Blacksburg,-Va.-/-Thompson-Field-Virginia-Tech"
"sidearm-2025-01-01-Virginia-Tech-Stanford,-Calif.-/-Maloney-Field-at-Laird-Q.-Cagan-Stadium",2025-01-01,Virginia Tech,"Stanford, Calif. / Maloney Field at Laird Q. Cagan Stadium",,,unknown,scheduled,,,"2025-01-01-Stanford,-Calif.-/-Maloney-Field-at-Laird-Q.-Cagan-Stadium-Virginia-Tech"
"sidearm-2025-01-01-Virginia-Tech-Johnson-City,-Tenn.-/-Summers-Taylor-Stadium",2025-01-01,Virginia Tech,"Johnson City, Tenn. / Summers-Taylor Stadium",,,unknown,scheduled,,,"2025-01-01-Johnson-City,-Tenn.-/-Summers-Taylor-Stadium-Virginia-Tech"
"sidearm-2025-01-01-Virginia-Tech-Notre-Dame,-Ind.-/-Alumni-Stadium",2025-01-01,Virginia Tech,"Notre Dame, Ind. / Alumni Stadium",,,unknown,scheduled,,,"2025-01-01-Notre-Dame,-Ind.-/-Alumni-Stadium-Virginia-Tech"
"sidearm-2025-01-01-Virginia-Tech-Chapel-Hill,-N.C.-/-Dorrance-Field",2025-01-01,Virginia Tech,"Chapel Hill, N.C. / Dorrance Field",,,unknown,scheduled,,,"2025-01-01-Chapel-Hill,-N.C.-/-Dorrance-Field-Virginia-Tech"
"sidearm-2025-01-01-Virginia-Tech-Clemson,-S.C.-/-Historic-Riggs-Field",2025-01-01,Virginia Tech,"Clemson, S.C. / Historic Riggs Field",,,unknown,scheduled,,,"2025-01-01-Clemson,-S.C.-/-Historic-Riggs-Field-Virginia-Tech"
"sidearm-2025-01-01-Virginia-Tech-Syracuse,-N.Y.-/-SU-Soccer-Stadium",2025-01-01,Virginia Tech,"Syracuse, N.Y. / SU Soccer Stadium",,,unknown,scheduled,,,"2025-01-01-Syracuse,-N.Y.-/-SU-Soccer-Stadium-Virginia-Tech"
sidearm-2025-01-01-Wake-Forest-Unknown-Opponent,2025-01-01,Wake Forest,Unknown Opponent,,,unknown,scheduled,,,2025-01-01-Unknown-Opponent-Wake-Forest
"sidearm-2025-03-02-Virginia-Tech-Huntington,-W.Va.-/-Hoops-Family-Field",2025-03-02,Virginia Tech,"Huntington, W.Va. / Hoops Family Field",,,unknown,scheduled,,,"2025-03-02-Huntington,-W.Va.-/-Hoops-Family-Field-Virginia-Tech"
sidearm-2025-08-08-Boston-College-Fairfield,2025-08-08,Boston College,Fairfield,,,unknown,scheduled,,,2025-08-08-Boston-College-Fairfield
sidearm-2025-08-08-Duke-Coastal-Carolina,2025-08-08,Duke,Coastal Carolina,1,1,unknown,final,,https://goduke.com/news/2025/8/8/mens-soccer-blue-devils-play-to-1-1-draw-at-coastal-carolina,2025-08-08-Coastal-Carolina-Duke
sidearm-2025-08-09-Louisville-Lindsey-Wilson-College-(Ky.)-(EXH),2025-08-09,Louisville,Lindsey Wilson College (Ky.) (EXH),,,unknown,scheduled,,https://gocards.com/sports/mens-soccer/stats/2025/university-of-southern-indiana/boxscore/25676,2025-08-09-Lindsey-Wilson-College-(Ky.)-(EXH)-Louisville
sidearm-2025-08-09-Syracuse-Marist,2025-08-09,Syracuse,Marist,2,0,unknown,final,,https://cuse.com/news/2025/8/9/mens-soccer-orange-win-first-exhibition-game,2025-08-09-Marist-Syracuse
sidearm-2025-08-09-Wake-Forest-UNC-Greensboro-(Exhibition),2025-08-09,Wake Forest,UNC Greensboro (Exhibition),,,unknown,scheduled,,,2025-08-09-UNC-Greensboro-(Exhibition)-Wake-Forest
sidearm-2025-08-10-California-Sacramento-State,2025-08-10,California,Sacramento State,,,unknown,scheduled,,,2025-08-10-California-Sacramento-State
sidearm-2025-08-12-Duke-UNC-Asheville,2025-08-12,Duke,UNC Asheville,5,1,unknown,final,,https://goduke.com/news/2025/8/12/mens-soccer-blue-devils-defeat-unc-asheville-5-1-in-preseason-match,2025-08-12-Duke-UNC-Asheville
sidearm-2025-08-12-Syracuse-Mercyhurst,2025-08-12,Syracuse,Mercyhurst,4,1,unknown,final,,https://cuse.com/news/2025/8/12/mens-soccer-orange-take-down-mercyhurst-in-exhibition,2025-08-12-Mercyhurst-Syracuse
sidearm-2025-08-15-Wake-Forest-Tulsa-(Exhibition),2025-08-15,Wake Forest,Tulsa (Exhibition),,,unknown,scheduled,,,2025-08-15-Tulsa-(Exhibition)-Wake-Forest
sidearm-2025-08-16-Boston-College-UConn,2025-08-16,Boston College,UConn,,,unknown,scheduled,,,2025-08-16-Boston-College-UConn
sidearm-2025-08-16-California-UC-Davis,2025-08-16,California,UC Davis,,,unknown,scheduled,,,2025-08-16-California-UC-Davis
sidearm-2025-08-16-Duke-James-Madison,2025-08-16,Duke,James Madison,3,0,unknown,final,,https://goduke.com/news/2025/8/16/mens-soccer-duke-defeats-james-madison-3-0-in-exhibition-match,2025-08-16-Duke-James-Madison
sidearm-2025-08-16-Louisville-Indiana-University-(EXH),2025-08-16,Louisville,Indiana University (EXH),,,unknown,scheduled,,,2025-08-16-Indiana-University-(EXH)-Louisville
sidearm-2025-08-16-Syracuse-St.-John's,2025-08-16,Syracuse,St. John's,0,0,unknown,final,,https://cuse.com/news/2025/8/16/mens-soccer-orange-tie-red-storm-in-final-exhibition,2025-08-16-St.-John's-Syracuse
sidearm-2025-08-21-Boston-College-Binghamton,2025-08-21,Boston College,Binghamton,1,0,unknown,final,,https://bceagles.com/sports/mens-soccer/stats/2025/binghamton/boxscore/26162,2025-08-21-Binghamton-Boston-College
sidearm-2025-08-21-California-Saint-Mary's,2025-08-21,California,Saint Mary's,3,2,unknown,final,,https://calbears.com/sports/mens-soccer/stats/2025/saint-mary-s/boxscore/37894,2025-08-21-California-Saint-Mary's
sidearm-2025-08-21-Duke-San-Diego,2025-08-21,Duke,San Diego,2,1,unknown,final,,https://goduke.com/sports/mens-soccer/stats/2025/georgetown/boxscore/24394,2025-08-21-Duke-San-Diego
sidearm-2025-08-21-Louisville-University-of-Southern-Indiana,2025-08-21,Louisville,University of Southern Indiana,6,0,unknown,final,,https://gocards.com/sports/mens-soccer/stats/2025/university-of-southern-indiana/boxscore/25676,2025-08-21-Louisville-University-of-Southern-Indiana
sidearm-2025-08-21-NC-State-Queens,2025-08-21,NC State,Queens,2,0,unknown,final,,,2025-08-21-NC-State-Queens
sidearm-2025-08-21-Pittsburgh-Quinnipiac,2025-08-21,Pittsburgh,Quinnipiac,1,0,unknown,final,,,2025-08-21-Pittsburgh-Quinnipiac
sidearm-2025-08-21-SMU-UMKC,2025-08-21,SMU,UMKC,2,2,unknown,final,,https://smumustangs.com/sports/mens-soccer/stats/2025/umkc/boxscore/14065,2025-08-21-SMU-UMKC
sidearm-2025-08-21-Syracuse-UConn,2025-08-21,Syracuse,UConn,0,1,unknown,final,,https://cuse.com/sports/mens-soccer/stats/2025/uconn/boxscore/18456,2025-08-21-Syracuse-UConn
sidearm-2025-08-21-North-Carolina-UCF,2025-08-21,North Carolina,UCF,3,1,unknown,final,,,2025-08-21-North-Carolina-UCF
sidearm-2025-08-21-Wake-Forest-Maryland,2025-08-21,Wake Forest,Maryland,,,unknown,scheduled,,https://godeacs.com/documents/2025/8/19/2025_Game_Notes-Maryland.pdf,2025-08-21-Maryland-Wake-Forest
sidearm-2025-08-24-California-UCLA,2025-08-24,California,UCLA,1,0,unknown,final,,https://calbears.com/sports/mens-soccer/stats/2025/ucla/boxscore/37895,2025-08-24-California-UCLA
sidearm-2025-08-24-Duke-UC-San-Diego,2025-08-24,Duke,UC San Diego,1,0,unknown,final,,https://goduke.com/sports/mens-soccer/stats/2025/uc-san-diego/boxscore/24392,2025-08-24-Duke-UC-San-Diego
sidearm-2025-08-24-NC-State-Wofford,2025-08-24,NC State,Wofford,6,0,unknown,final,,https://gopack.com/sports/mens-soccer/stats/2025/wofford/boxscore/23991,2025-08-24-NC-State-Wofford
sidearm-2025-08-24-SMU-Saint-Louis,2025-08-24,SMU,Saint Louis,0,1,unknown,final,,https://smumustangs.com/sports/mens-soccer/stats/2025/saint-louis/boxscore/14083,2025-08-24-SMU-Saint-Louis
sidearm-2025-08-24-Syracuse-Loyola,2025-08-24,Syracuse,Loyola,1,0,unknown,final,,https://cuse.com/sports/mens-soccer/stats/2025/loyola/boxscore/18458,2025-08-24-Loyola-Syracuse
sidearm-2025-08-24-North-Carolina-Seattle,2025-08-24,North Carolina,Seattle,2,1,unknown,final,,,2025-08-24-North-Carolina-Seattle
sidearm-2025-08-24-Wake-Forest-UCF,2025-08-24,Wake Forest,UCF,2,1,unknown,final,,https://godeacs.com/sports/mens-soccer/stats/2025/ucf/boxscore/14215,2025-08-24-UCF-Wake-Forest
sidearm-2025-08-25-Boston-College-Siena,2025-08-25,Boston College,Siena,1,3,unknown,final,,https://bceagles.com/sports/mens-soccer/stats/2025/siena/boxscore/26163,2025-08-25-Boston-College-Siena
sidearm-2025-08-25-Louisville-UAB,2025-08-25,Louisville,UAB,1,0,unknown,final,,https://gocards.com/sports/mens-soccer/stats/2025/uab/boxscore/25677,2025-08-25-Louisville-UAB
sidearm-2025-08-25-Pittsburgh-Michigan-State,2025-08-25,Pittsburgh,Michigan State,3,2,unknown,final,,,2025-08-25-Michigan-State-Pittsburgh
sidearm-2025-08-28-California-San-Francisco,2025-08-28,California,San Francisco,1,2,unknown,final,,https://calbears.com/sports/mens-soccer/stats/2025/san-francisco/boxscore/37896,2025-08-28-California-San-Francisco
sidearm-2025-08-28-SMU-LMU,2025-08-28,SMU,LMU,3,1,unknown,final,,https://smumustangs.com/sports/mens-soccer/stats/2025/lmu/boxscore/14066,2025-08-28-LMU-SMU
sidearm-2025-08-28-Syracuse-Penn-State,2025-08-28,Syracuse,Penn State,1,1,unknown,final,,https://cuse.com/sports/mens-soccer/stats/2025/penn-state/boxscore/18459,2025-08-28-Penn-State-Syracuse
sidearm-2025-08-28-North-Carolina-Evansville,2025-08-28,North Carolina,Evansville,2,0,unknown,final,,https://goheels.com/sports/mens-soccer/stats/2025/seattle/boxscore/26236,2025-08-28-Evansville-North-Carolina
sidearm-2025-08-28-Wake-Forest-Oral-Roberts,2025-08-28,Wake Forest,Oral Roberts,2,0,unknown,final,,https://godeacs.com/sports/mens-soccer/stats/2025/oral-roberts/boxscore/14216,2025-08-28-Oral-Roberts-Wake-Forest
sidearm-2025-08-29-Boston-College-Providence,2025-08-29,Boston College,Providence,0,2,unknown,final,,https://bceagles.com/sports/mens-soccer/stats/2025/providence/boxscore/26164,2025-08-29-Boston-College-Providence
sidearm-2025-08-29-Louisville-IU-Indy,2025-08-29,Louisville,IU Indy,4,0,unknown,final,,https://gocards.com/sports/mens-soccer/stats/2025/iu-indy/boxscore/25678,2025-08-29-IU-Indy-Louisville
sidearm-2025-08-29-NC-State-FIU,2025-08-29,NC State,FIU,2,0,unknown,final,,https://gopack.com/sports/mens-soccer/stats/2025/fiu/boxscore/23992,2025-08-29-FIU-NC-State
sidearm-2025-08-29-Pittsburgh-Georgetown,2025-08-29,Pittsburgh,Georgetown,0,1,unknown,final,,,2025-08-29-Georgetown-Pittsburgh
sidearm-2025-08-31-California-UC-San-Diego,2025-08-31,California,UC San Diego,1,1,unknown,final,,https://calbears.com/sports/mens-soccer/stats/2025/uc-san-diego/boxscore/37897,2025-08-31-California-UC-San-Diego
sidearm-2025-08-31-Duke-Furman,2025-08-31,Duke,Furman,1,1,unknown,final,,https://goduke.com/sports/mens-soccer/stats/2025/furman/boxscore/24393,2025-08-31-Duke-Furman
sidearm-2025-08-31-SMU-Oral-Roberts,2025-08-31,SMU,Oral Roberts,2,1,unknown,final,,https://smumustangs.com/sports/mens-soccer/stats/2025/oral-roberts/boxscore/14067,2025-08-31-Oral-Roberts-SMU
sidearm-2025-08-31-Wake-Forest-St.-John's,2025-08-31,Wake Forest,St. John's,0,0,unknown,final,,https://godeacs.com/sports/mens-soccer/stats/2025/st-john-s/boxscore/14217,2025-08-31-St.-John's-Wake-Forest
sidearm-2025-09-01-Syracuse-Yale,2025-09-01,Syracuse,Yale,1,0,unknown,final,,https://cuse.com/sports/mens-soccer/stats/2025/yale/boxscore/18460,2025-09-01-Syracuse-Yale
sidearm-2025-09-01-North-Carolina-College-of-Charleston,2025-09-01,North Carolina,College of Charleston,0,2,unknown,final,,,2025-09-01-College-of-Charleston-North-Carolina
sidearm-2025-09-02-Boston-College-Northeastern,2025-09-02,Boston College,Northeastern,1,0,unknown,final,,https://bceagles.com/sports/mens-soccer/stats/2025/northeastern/boxscore/26165,2025-09-02-Boston-College-Northeastern
sidearm-2025-09-04-SMU-GCU,2025-09-04,SMU,GCU,1,0,unknown,final,,https://smumustangs.com/sports/mens-soccer/stats/2025/gcu/boxscore/14084,2025-09-04-GCU-SMU
sidearm-2025-09-05-Duke-Georgetown,2025-09-05,Duke,Georgetown,2,2,unknown,final,,https://goduke.com/sports/mens-soccer/stats/2025/georgetown/boxscore/24394,2025-09-05-Duke-Georgetown
sidearm-2025-09-05-Louisville-Stanford-University,2025-09-05,Louisville,Stanford University,1,0,unknown,final,,https://gocards.com/sports/mens-soccer/stats/2025/stanford-university/boxscore/25679,2025-09-05-Louisville-Stanford-University
sidearm-2025-09-05-North-Carolina-NC-State,2025-09-05,North Carolina,NC State,0,0,unknown,final,,https://goheels.com/sports/mens-soccer/stats/2025/college-of-charleston/boxscore/26238,2025-09-05-NC-State-North-Carolina
sidearm-2025-09-05-Pittsburgh-Clemson,2025-09-05,Pittsburgh,Clemson,2,3,unknown,final,,,2025-09-05-Clemson-Pittsburgh
sidearm-2025-09-05-Syracuse-Duquesne,2025-09-05,Syracuse,Duquesne,0,1,unknown,final,,https://cuse.com/sports/mens-soccer/stats/2025/duquesne/boxscore/18461,2025-09-05-Duquesne-Syracuse
sidearm-2025-09-05-Wake-Forest-Lipscomb,2025-09-05,Wake Forest,Lipscomb,4,0,unknown,final,,https://godeacs.com/sports/mens-soccer/stats/2025/lipscomb/boxscore/14218,2025-09-05-Lipscomb-Wake-Forest
sidearm-2025-09-07-California-Boston-College,2025-09-07,California,Boston College,2,0,unknown,final,,https://calbears.com/sports/mens-soccer/stats/2025/boston-college/boxscore/37898,2025-09-07-Boston-College-California
sidearm-2025-09-08-Pittsburgh-Butler,2025-09-08,Pittsburgh,Butler,4,1,unknown,final,,,2025-09-08-Butler-Pittsburgh
sidearm-2025-09-08-SMU-Incarnate-Word,2025-09-08,SMU,Incarnate Word,1,2,unknown,final,,https://smumustangs.com/sports/mens-soccer/stats/2025/incarnate-word/boxscore/14068,2025-09-08-Incarnate-Word-SMU
sidearm-2025-09-08-Syracuse-New-Haven,2025-09-08,Syracuse,New Haven,0,0,unknown,final,,https://cuse.com/sports/mens-soccer/stats/2025/new-haven/boxscore/18463,2025-09-08-New-Haven-Syracuse
sidearm-2025-09-09-Louisville-Ohio-State-University,2025-09-09,Louisville,Ohio State University,1,0,unknown,final,,https://gocards.com/sports/mens-soccer/stats/2025/ohio-state-university/boxscore/25680,2025-09-09-Louisville-Ohio-State-University
sidearm-2025-09-09-Wake-Forest-Campbell,2025-09-09,Wake Forest,Campbell,1,0,unknown,final,,https://godeacs.com/sports/mens-soccer/stats/2025/campbell/boxscore/14219,2025-09-09-Campbell-Wake-Forest
sidearm-2025-09-10-Boston-College-Dean,2025-09-10,Boston College,Dean,14,0,unknown,final,,https://bceagles.com/sports/mens-soccer/stats/2025/dean/boxscore/26421,2025-09-10-Boston-College-Dean
sidearm-2025-09-10-California-Harvard,2025-09-10,California,Harvard,1,3,unknown,final,,https://calbears.com/sports/mens-soccer/stats/2025/harvard/boxscore/37899,2025-09-10-California-Harvard
sidearm-2025-09-10-NC-State-Stetson,2025-09-10,NC State,Stetson,4,0,unknown,final,,,2025-09-10-NC-State-Stetson
sidearm-2025-09-12-Pittsburgh-Notre-Dame,2025-09-12,Pittsburgh,Notre Dame,0,2,unknown,final,,,2025-09-12-Notre-Dame-Pittsburgh
sidearm-2025-09-12-Wake-Forest-North-Carolina,2025-09-12,Wake Forest,North Carolina,1,1,unknown,final,,https://godeacs.com/sports/mens-soccer/stats/2025/north-carolina/boxscore/14220,2025-09-12-North-Carolina-Wake-Forest
sidearm-2025-09-13-Louisville-#24/RV-University-of-Virginia,2025-09-13,Louisville,#24/RV University of Virginia,0,1,unknown,final,,https://gocards.com/sports/mens-soccer/stats/2025/university-of-virginia/boxscore/25681,2025-09-13-#24/RV-University-of-Virginia-Louisville
sidearm-2025-09-13-NC-State-FAU,2025-09-13,NC State,FAU,2,0,unknown,final,,,2025-09-13-FAU-NC-State
sidearm-2025-09-13-SMU-Clemson,2025-09-13,SMU,Clemson,1,1,unknown,final,,https://smumustangs.com/sports/mens-soccer/stats/2025/clemson/boxscore/14070,2025-09-13-Clemson-SMU
sidearm-2025-09-13-Syracuse-Stanford,2025-09-13,Syracuse,Stanford,2,3,unknown,final,,https://cuse.com/sports/mens-soccer/stats/2025/stanford/boxscore/18464,2025-09-13-Stanford-Syracuse
sidearm-2025-09-14-Boston-College-Virginia-Tech,2025-09-14,Boston College,Virginia Tech,1,0,unknown,final,,https://bceagles.com/sports/mens-soccer/stats/2025/virginia-tech/boxscore/26167,2025-09-14-Boston-College-Virginia-Tech
sidearm-2025-09-14-Duke-California,2025-09-14,Duke,California,1,1,unknown,final,,,2025-09-14-California-Duke
sidearm-2025-09-15-Pittsburgh-Incarnate-Word,2025-09-15,Pittsburgh,Incarnate Word,0,0,unknown,final,,,2025-09-15-Incarnate-Word-Pittsburgh
sidearm-2025-09-16-NC-State-William-&-Mary,2025-09-16,NC State,William & Mary,7,0,unknown,final,,,2025-09-16-NC-State-William-&-Mary
sidearm-2025-09-16-North-Carolina-Memphis,2025-09-16,North Carolina,Memphis,3,0,unknown,final,,https://goheels.com/sports/mens-soccer/stats/2025/wake-forest/boxscore/26240,2025-09-16-Memphis-North-Carolina
sidearm-2025-09-16-Wake-Forest-UNCW,2025-09-16,Wake Forest,UNCW,3,3,unknown,final,,https://godeacs.com/sports/mens-soccer/stats/2025/uncw/boxscore/14221,2025-09-16-UNCW-Wake-Forest
sidearm-2025-09-19-NC-State-Boston-College,2025-09-19,NC State,Boston College,2,0,unknown,final,,https://gopack.com/sports/mens-soccer/stats/2025/boston-college/boxscore/23997,2025-09-19-Boston-College-NC-State
sidearm-2025-09-19-California-Clemson,2025-09-19,California,Clemson,1,3,unknown,final,,https://calbears.com/sports/mens-soccer/stats/2025/clemson/boxscore/37901,2025-09-19-California-Clemson
sidearm-2025-09-19-Syracuse-Duke,2025-09-19,Syracuse,Duke,0,2,unknown,final,,https://cuse.com/sports/mens-soccer/stats/2025/duke/boxscore/18465,2025-09-19-Duke-Syracuse
sidearm-2025-09-19-Louisville-University-of-Notre-Dame,2025-09-19,Louisville,University of Notre Dame,0,3,unknown,final,,https://gocards.com/sports/mens-soccer/stats/2025/university-of-notre-dame/boxscore/25682,2025-09-19-Louisville-University-of-Notre-Dame
sidearm-2025-09-19-Pittsburgh-Maryland,2025-09-19,Pittsburgh,Maryland,1,2,unknown,final,,,2025-09-19-Maryland-Pittsburgh
sidearm-2025-09-19-Wake-Forest-Virginia,2025-09-19,Wake Forest,Virginia,3,6,unknown,final,,https://godeacs.com/sports/mens-soccer/stats/2025/virginia/boxscore/14222,2025-09-19-Virginia-Wake-Forest
sidearm-2025-09-20-North-Carolina-SMU,2025-09-20,North Carolina,SMU,1,1,unknown,final,,,2025-09-20-North-Carolina-SMU
sidearm-2025-09-22-Pittsburgh-Mercyhurst,2025-09-22,Pittsburgh,Mercyhurst,2,1,unknown,final,,,2025-09-22-Mercyhurst-Pittsburgh
sidearm-2025-09-22-Wake-Forest-Liberty,2025-09-22,Wake Forest,Liberty,7,0,unknown,final,,https://godeacs.com/sports/mens-soccer/stats/2025/liberty/boxscore/14223,2025-09-22-Liberty-Wake-Forest
sidearm-2025-09-23-Boston-College-Boston-University,2025-09-23,Boston College,Boston University,2,1,unknown,final,,https://bceagles.com/sports/mens-soccer/stats/2025/boston-university/boxscore/26169,2025-09-23-Boston-College-Boston-University
